ytid,start_time,class,set
1MiC38oxhks,30,"rowboat, canoe, kayak rowing",train
1MHUqNYTC90,5,"subway, metro, underground",test
3-gG_YLeigU,200,people clapping,train
1hl0zQaTJNI,112,singing bowl,train
1hrVdE4DeRc,5,missile launch,train
-1M0nMXxvHY,43,playing harpsichord,test
3-ga7oiQnQ8,82,lighting firecrackers,train
1hQx0sgbZCo,101,baby laughter,test
1LzDdG0rn9o,30,"female speech, woman speaking",train
1hrVdE4DeRc,73,missile launch,train
1LY5-RLywME,30,"bird chirping, tweeting",train
1LXoXZQR8Q4,30,"motorboat, speedboat acceleration",train
1hAM69Rlr0k,436,"heart sounds, heartbeat",train
1hF6PX9RX8A,1013,playing tabla,train
1hNiiHE1MJg,96,crow cawing,train
1LTONCT-BwE,30,playing hammond organ,train
1LTnydTiaQI,9,"cattle, bovinae cowbell",train
1hQx0sgbZCo,244,baby laughter,train
1LR1BFLy_GI,208,singing bowl,train
1LTnydTiaQI,32,"cattle, bovinae cowbell",train
3-ga7oiQnQ8,843,lighting firecrackers,train
1LMIvmMa4n4,2,"motorboat, speedboat acceleration",train
1LKA3msJgqY,30,playing electric guitar,train
1LMjHB2wFdU,258,gibbon howling,test
1Lh1OJKfAJg,16,"engine accelerating, revving, vroom",train
1LHgcvBXN-w,54,tractor digging,test
-1LGZONdjkY,22,playing trumpet,train
1LHgcvBXN-w,31,tractor digging,train
1LOZ6z-5HOU,370,people babbling,train
1LGQTDYPFeQ,88,playing snare drum,train
-1LGZONdjkY,64,playing trumpet,train
1Lf8Fr7huOM,50,ambulance siren,train
1LGQTDYPFeQ,75,playing snare drum,test
3GM6nBXu810,60,driving motorcycle,train
1LAknnlMGEA,120,skidding,train
3GNkG7ETCMQ,30,"female speech, woman speaking",test
1Ld4HK65vyE,30,playing electric guitar,test
1i6g2wdqM9U,30,male singing,train
3glGM9A-FhI,30,male singing,train
1L4RWZNkCC0,60,playing flute,test
3gMVCS68JTc,30,playing electric guitar,train
1L_QllvdK74,30,car passing by,test
1L4m4IIRjqM,36,crow cawing,test
1L0KcOi1tNE,15,"rowboat, canoe, kayak rowing",test
1hubR8BmFTM,280,using sewing machines,train
3gnmYZDrL-o,106,slot machine,test
1hVQTC5xxEs,29,pheasant crowing,test
1i060hyg2Fs,30,playing acoustic guitar,train
3gOee5rQbMs,420,playing bass guitar,test
1KUXS0u1h2o,192,playing snare drum,train
3gKxvakgvTk,30,playing electric guitar,train
3gQcquhRVNw,30,playing electric guitar,train
1iJPZfS8U9M,50,playing clarinet,train
1KuRq-Ec8iE,30,playing drum kit,train
1KUXS0u1h2o,402,playing snare drum,test
1Krnobg67a4,40,tap dancing,train
1icEOZdgkVY,30,baby crying,test
3GMfQl667Qk,100,ocean burbling,train
1KruMBQJJ-8,47,people sneezing,train
1L4m4IIRjqM,4,crow cawing,test
1hV2g07bmww,127,cap gun shooting,train
1hWME676aqk,30,"playing violin, fiddle",train
3GqU3j4CL7A,30,wind noise,train
1iCj4ZKYpK8,39,"playing steel guitar, slide guitar",train
1Kl9zKNKe-A,280,"playing marimba, xylophone",train
1iCRrHMgBzk,0,dog barking,train
1ij4byJM8ts,30,playing banjo,train
1KOU8JHtDUc,424,train wheels squealing,test
1KOQuJyjl9k,30,printer printing,test
1hVQTC5xxEs,91,pheasant crowing,test
1i6BH9v9ZFE,30,"engine accelerating, revving, vroom",train
1iMUlCcLCJQ,10,playing bongo,train
1KJek9KlHXs,162,airplane flyby,train
1iMUlCcLCJQ,99,playing bongo,train
1KFV0RbRDPc,28,playing bass guitar,train
1iCj4ZKYpK8,3,"playing steel guitar, slide guitar",train
1iNa1iClZ90,30,playing electric guitar,train
1KfFRCUvbSU,89,train whistling,train
1KfFRCUvbSU,78,train whistling,test
1iNLeP-lOK8,30,baby crying,train
1KcgO3pgNaY,94,playing tabla,test
1KcgO3pgNaY,66,playing tabla,train
1KBW-5giOhM,13,volcano explosion,train
1KBW-5giOhM,26,volcano explosion,train
1KBOOJR3-i0,330,using sewing machines,test
1inu4aoQFKM,198,planing timber,train
1KbUcY1yqhM,150,playing saxophone,train
1KAqpLyn26o,30,playing electric guitar,train
3GQOSQndUbg,44,people booing,test
1K8xnM-MjE0,65,tractor digging,train
1ieXYD-OKXw,30,playing harp,train
1KJek9KlHXs,184,airplane flyby,train
1JXM9NXf_gA,13,pig oinking,train
1hy9U0XJnvs,21,playing cornet,train
3Glt9M8l_OA,30,cat meowing,train
1inu4aoQFKM,164,planing timber,test
1JwVzXl_HNE,10,"subway, metro, underground",train
3GJx0qShedg,30,playing electric guitar,test
1JqeXgY2v2s,253,playing erhu,train
1JqeXgY2v2s,28,playing erhu,train
1hTr_-i5ULE,414,dinosaurs bellowing,train
1hy9U0XJnvs,31,playing cornet,train
1JUSlR465lg,110,playing banjo,train
1JKNEZUuYzA,30,child singing,train
1JN3SLbdtas,30,male singing,train
-1JmE4eV4zE,442,beat boxing,train
1JXM9NXf_gA,2,pig oinking,train
3gLDLqAMg8o,30,fireworks banging,train
3-g-U2nUks4,61,playing zither,train
1JflpnlBggU,30,playing electric guitar,train
1iWNPfMiiKE,27,people marching,train
3gTLEhyM1fo,35,parrot talking,train
1jawOONQzZs,90,"railroad car, train wagon",train
1JceFTGAW2E,94,lighting firecrackers,test
1JbXJl0Uu8I,89,playing harpsichord,train
1JceFTGAW2E,36,lighting firecrackers,train
1j_ySxcaC7Q,178,people hiccup,train
1jBAO55uVRE,7,train horning,train
1JbXJl0Uu8I,124,playing harpsichord,test
1jBAO55uVRE,50,train horning,train
1J781t7k0bo,14,playing glockenspiel,test
1J7j8G1uIrY,30,playing electric guitar,train
1izz9P5QU6k,50,chicken crowing,test
1jcNzo0LaDw,20,skidding,train
1J5rbm5eew4,20,sheep bleating,train
1J0_v85FioA,21,police car (siren),train
3GTLHmApd_c,50,people crowd,train
1IYZkEywdGQ,120,planing timber,train
1iXZ5O1sLgI,471,baby laughter,test
1Iuj2i5_9Q8,173,civil defense siren,train
1j_ySxcaC7Q,115,people hiccup,train
3Gv2Rp8KBIU,114,slot machine,train
1Iuj2i5_9Q8,286,civil defense siren,train
1IYXVc7UO6g,101,volcano explosion,train
1jeBw2chBPI,80,fireworks banging,test
1I-RlxPKF9c,150,playing bassoon,test
1IlfRYpl9uQ,55,playing bassoon,train
1jFTNynSEy8,130,playing banjo,test
1IK0W2qOYz0,129,playing erhu,train
1IK0W2qOYz0,27,playing erhu,test
3gWelgVj4Rs,20,dog growling,train
1IIzopcjBAs,25,mynah bird singing,train
1IIzopcjBAs,2,mynah bird singing,train
1jGBNoqkopY,49,playing tabla,test
1IclS24LYxk,30,playing banjo,train
1IbAy40V99k,30,playing acoustic guitar,test
1IaeCJzk42w,190,car passing by,train
1iws-9JiK6o,94,playing volleyball,train
3GsN3KGKatQ,0,chicken clucking,train
3-g-U2nUks4,46,playing zither,test
1I1PpujUS1U,30,playing bass guitar,train
1HY_SqhdK8g,63,pheasant crowing,test
1HyG7ofKPlI,30,helicopter,train
1HY_SqhdK8g,51,pheasant crowing,train
1ixeQy-U24o,14,skidding,test
3gTLEhyM1fo,19,parrot talking,train
3GTRojM9gJ0,370,playing saxophone,train
3GX6Ijht2Xo,30,playing electric guitar,train
1INnQRgjdFE,190,driving motorcycle,train
1j2jvAN0m0o,30,playing electric guitar,train
3gXb8hq1Vk8,25,cat meowing,train
1HVnMlSSTtY,40,playing harp,train
1IoKwbUx72s,30,female singing,train
1HvIPhW5R3k,18,elephant trumpeting,train
1Hw9fV0b0os,30,child singing,train
1HvIPhW5R3k,7,elephant trumpeting,train
1iVgvqf5apU,30,"playing violin, fiddle",train
1iXKgat2Ejc,30,playing banjo,train
3GxiKxuPxR8,200,people sniggering,train
1j912urA4Zc,30,female singing,train
1HqTzAxcdYQ,307,tapping guitar,test
1jioOKOVSBg,20,"subway, metro, underground",train
1HqTzAxcdYQ,434,tapping guitar,train
3Gxaf-Asbaw,300,sailing,train
1ja-cjM-KWY,30,male singing,train
1-hoshDQKRk,20,"race car, auto racing",train
1HoiAzrtvSE,14,woodpecker pecking tree,test
1HGq7UL-L7Q,30,goose honking,train
1jjUkPlHdhg,30,playing electric guitar,train
1HhZ9VmTSu8,24,playing tennis,train
1HhZ9VmTSu8,56,playing tennis,train
1-HeGWFk4rA,94,playing zither,train
1HgUHQGWMA0,90,skateboarding,train
1HE4hueAZYI,445,playing harpsichord,train
1HE4hueAZYI,430,playing harpsichord,train
3gYkTftf-20,30,playing electric guitar,train
1-HeGWFk4rA,38,playing zither,test
1ium9mOlN4E,363,printer printing,train
1iWNPfMiiKE,14,people marching,train
1iXZ5O1sLgI,113,baby laughter,train
3gTMehPiQ9s,150,playing harpsichord,train
1khQqbQGMK4,210,hammering nails,train
1H0Am8A3ZlQ,30,playing electric guitar,train
1kGvMWSXdJs,994,scuba diving,train
1GZL70qcUzA,30,playing acoustic guitar,test
1k_KQt2gFA0,0,lawn mowing,train
1khQqbQGMK4,408,hammering nails,train
1H2xudG3BPI,53,sliding door,train
1GyQ1BMdB5k,20,"rowboat, canoe, kayak rowing",test
1Gwkl50iJqA,30,playing cello,train
1GXWl8AklkE,30,female singing,test
3H34QdLm9W4,210,wind noise,train
1GVOvriY2D4,5,playing didgeridoo,train
1H6sOay0DWw,30,"bird chirping, tweeting",test
1kakudzrgao,30,"vehicle horn, car horn, honking",train
1GQwM2VYRUY,0,gibbon howling,train
1kIbZ2t2r4I,10,skidding,train
-1gKqs5p3I8,107,playing flute,train
3gYRbbrETYY,30,"male speech, man speaking",train
3GXuBQ5AGjU,4,skidding,train
1GBHjafHZKY,124,skiing,train
1G55TP1tDQ8,30,playing acoustic guitar,test
1GBHjafHZKY,70,skiing,train
1k3DR074khI,30,playing electric guitar,train
1kdGia7plHk,30,playing electric guitar,train
1kkfpQoU9kA,175,playing cornet,train
1GENbIxWBD8,104,church bell ringing,train
1jOOISjonO0,30,dog barking,train
3H3g6xXCvwc,1,driving buses,train
1jwPySTLw5s,0,church bell ringing,test
3GzDv2xblKo,30,playing bass guitar,train
1G5qsVDrfKo,75,playing badminton,train
1FZ1jJHyI7k,30,"playing violin, fiddle",train
1Fwn6vWnl38,114,playing squash,train
1FVUQHoHQx8,22,"rowboat, canoe, kayak rowing",train
1jxqWh8kOgI,140,helicopter,train
3HCjfsCbhSg,180,playing banjo,train
1kkfpQoU9kA,86,playing cornet,test
1GENbIxWBD8,114,church bell ringing,train
3HBSiT2S4U8,29,turkey gobbling,train
1FPGv3Gq45A,180,lions growling,test
3HcMrWWN9LE,211,playing accordion,train
1jyex7Wl7ro,296,yodelling,train
3Ha7bnzj65I,5,pheasant crowing,train
1FNk-noM7oQ,411,playing badminton,train
3HBSiT2S4U8,66,turkey gobbling,train
1Fp6zPswdjI,233,tapping guitar,test
1jwHoRvy8iM,1204,forging swords,train
1jyrJSHYR-c,20,helicopter,train
1Fp6zPswdjI,161,tapping guitar,train
1jjx--9irOQ,189,people eating apple,test
1jix-adHpXg,580,singing bowl,train
3HFoifhTsqA,40,playing electronic organ,train
1kNmOm3-byU,10,people sobbing,train
1F8d5b6C3y8,30,playing electric guitar,train
1kNQNGSnGPg,628,arc welding,train
1F4KWTkPjaY,80,canary calling,train
1F21UFJiB0c,43,playing table tennis,test
1kGvMWSXdJs,896,scuba diving,train
3hFqSDlt5b4,80,fireworks banging,test
1Ext2K-w6xQ,30,playing acoustic guitar,train
1F4KWTkPjaY,67,canary calling,train
1EVdTFRc6ko,30,male singing,train
3hFu4B7R3vI,0,driving motorcycle,train
1krM2kVFvs8,195,playing cornet,train
1EUE2fs-hZA,60,driving motorcycle,test
1k9RJx-Ojrs,28,volcano explosion,train
1ETeBLkMRwA,50,dog barking,train
1laInV45_JQ,10,people cheering,train
1EubbOxODxk,56,baby babbling,train
1EubbOxODxk,15,baby babbling,train
1ETq8y9O1o8,170,playing bass guitar,train
1EziuZrqP1U,20,police car (siren),train
1kT_YkqmQLc,65,playing flute,train
1kZCAOgmiQo,0,fireworks banging,train
1lcEm0BPnlU,20,mynah bird singing,train
1ErHeWWhujk,20,baby babbling,train
1ErHeWWhujk,7,baby babbling,train
1kRq0W-04Pk,14,playing didgeridoo,test
1ku3EL4KLTM,30,"playing marimba, xylophone",train
1ljQxmjObH8,234,playing erhu,train
1EqnXSQQktE,275,underwater bubbling,test
1kThh0JTI1g,30,typing on computer keyboard,train
3HjBAM-HE6E,30,male singing,train
1EDAgUaPtTs,20,playing piano,train
1-EDbzIS6Tw,7,dog bow-wow,test
1EjuEMWlYxg,30,scuba diving,train
1lLBAymtj1w,58,playing gong,test
1Edjfqu5vgs,22,playing tabla,train
3hL_2hc0A5A,28,beat boxing,train
1EqnXSQQktE,295,underwater bubbling,train
1kZZJGllXv4,30,"motorboat, speedboat acceleration",train
1E0LCp7zpHk,34,playing french horn,test
1llBpjY3qB4,61,airplane flyby,train
1DzhFZ_RnSM,440,"railroad car, train wagon",test
1lLBAymtj1w,81,playing gong,test
1E0LCp7zpHk,3,playing french horn,train
1llBpjY3qB4,72,airplane flyby,train
1DUjfw2-hzE,7,playing accordion,test
3hLYGZtXP6E,62,playing bassoon,test
1Ec3CRgXnBk,10,playing cymbal,train
3hLYGZtXP6E,208,playing bassoon,train
1Ds9-hHmVQk,30,"male speech, man speaking",test
1DpQeB_Ydto,47,playing erhu,test
3hGI971xHvI,0,police car (siren),train
1DLMaR9N_MU,100,playing synthesizer,test
1lMof5Dgkyw,24,wind noise,train
1DewM2r7yMo,30,car engine starting,train
1DedKHtknnw,30,owl hooting,train
1Dq_uP5slrU,123,fire truck siren,test
1DedKHtknnw,20,owl hooting,test
1DdHREPygtw,30,"male speech, man speaking",test
1lsFTFuLmtw,290,people clapping,train
1DCqWrEhoTA,40,"railroad car, train wagon",train
3HNLe73khxI,4,car passing by,train
1D9cqLzTDWU,200,lions growling,train
3HG8T-1hx4k,30,playing electric guitar,train
1CZrn5Ma1sU,30,playing acoustic guitar,train
1CVi2-mplCk,110,playing electronic organ,test
1Cs5k18maNE,146,playing saxophone,train
1lzJ4_qfZ9M,30,"playing violin, fiddle",train
1D73HBHbuOA,14,people marching,train
1lR94pjkbm8,30,playing acoustic guitar,test
1Cs5k18maNE,22,playing saxophone,test
1m4sD13yD4s,112,bird squawking,train
1CqC4VNh3Xs,30,playing bass guitar,train
1CrwTaytng8,30,horse clip-clop,train
1CLvDFVL8J8,50,waterfall burbling,train
3HmqJtS2q2Y,0,skidding,train
1CjMm32K59Q,110,singing choir,train
1D73HBHbuOA,4,people marching,train
1CIxzqH4zzM,20,ice cracking,train
1CjLsLG5sbY,69,playing clarinet,train
1CIxzqH4zzM,40,ice cracking,test
1m4YAGeR7RI,141,playing volleyball,test
1CHowKBwGGs,400,playing trumpet,train
3HrhMbXIuEk,18,cat meowing,train
1mCXm7WCcSw,30,orchestra,test
3HUWrnn6ZIo,30,playing electric guitar,train
1CB1zIUaUps,30,playing bass guitar,test
3Hv8bs63qog,280,playing french horn,train
1CBTuNZwEmI,0,using sewing machines,train
1C3HkgpKJp8,127,playing saxophone,test
1mfI1HvOqFg,30,female singing,train
1CbZGH39_Ps,221,tractor digging,train
1BXCEPe0x9Q,90,playing flute,test
3hWaCU6FVlY,30,playing bass guitar,test
1BTW89neA7Y,250,people crowd,test
1BZXQKs5yoM,100,fire truck siren,train
1mFKlB4MIU0,30,playing acoustic guitar,train
3hw9ppmQHxU,88,striking pool,train
1BTrRnoPvnM,120,helicopter,train
1Br784mypY4,30,playing acoustic guitar,train
3hw9ppmQHxU,47,striking pool,test
1BZXQKs5yoM,50,fire truck siren,test
1mP2fGJCdhk,30,car passing by,train
1BonlocdKno,66,playing accordion,test
1BRBKVZj0RI,94,squishing water,train
1BmODdN4aLA,30,"playing violin, fiddle",train
1m4sD13yD4s,99,bird squawking,train
3HSRX24Nj4Q,3,lions roaring,train
3HxUXg5FRN4,30,car passing by,train
1mbrNmjyJ4E,30,playing bass guitar,train
3HSRX24Nj4Q,18,lions roaring,test
1mpJ7c5zGHw,372,playing piano,train
1BRBKVZj0RI,22,squishing water,train
1Bitv6WwIJ0,280,skidding,train
1BgAcGWShOk,124,playing table tennis,train
1mqeARbktQ8,157,using sewing machines,train
1BgsmndYANA,27,car passing by,train
1mEYwx5TCjU,38,canary calling,train
3hssEcWfq4k,170,playing saxophone,train
3hyKuLZTxeU,30,playing acoustic guitar,train
1-AxoHpvFJo,303,people eating noodle,train
1AUdtVJJR8Q,120,"race car, auto racing",train
3HTL5bQvsDk,30,female singing,train
1Beu1kbw-Ak,40,lawn mowing,train
1mw0GJrXpyA,30,female singing,train
1AZwzCA66Ao,20,driving motorcycle,train
3HXFzkX8sOY,150,playing trumpet,train
1AkMozzVf8A,78,playing electronic organ,test
1AkMozzVf8A,52,playing electronic organ,test
1mEYwx5TCjU,56,canary calling,test
1mlUy8CU0zo,20,skidding,train
1mXf6v4izWw,30,playing acoustic guitar,train
1Aft2vzWzdQ,282,coyote howling,train
3HqSjtPo9ak,30,playing electric guitar,train
1Aft2vzWzdQ,220,coyote howling,test
1ABFvD9mp8Y,28,civil defense siren,train
1mqeARbktQ8,240,using sewing machines,train
1A98FUHMPCs,149,playing sitar,train
1-68p2ex2QM,118,playing squash,train
1mEYMdHfCyc,0,typing on computer keyboard,train
1-3nedESLZs,30,playing piano,train
1-9ryaEsFc8,1,lions roaring,train
1-3d72LSuTA,30,playing acoustic guitar,test
1ABFvD9mp8Y,8,civil defense siren,train
1-3iiWBptEs,3,playing badminton,train
1-6BXDQ-kO8,357,typing on typewriter,train
01vFr9LE3Vo,518,playing trumpet,train
01UwyBcE7cs,83,"engine accelerating, revving, vroom",train
01TfccA6nNc,30,car passing by,train
1-9ryaEsFc8,29,lions roaring,train
1mmMxlNPT8Y,50,police car (siren),train
1n_0rjtOwKA,61,playing badminton,train
01rCU4_kliM,333,running electric fan,test
1mdkQAsIAWo,30,"motorboat, speedboat acceleration",train
3hu-DmUfngA,284,playing erhu,train
01hnGC6JgS4,68,parrot talking,test
3i0NqGfX6UA,30,playing acoustic guitar,test
01hnGC6JgS4,6,parrot talking,train
3I9tbr_OctA,78,people slurping,test
01QD4G7EkJo,517,playing guiro,train
3ibKXr3LUYA,38,squishing water,test
001BAQ9k3SU,140,slot machine,train
01_sfLC74xs,30,"male speech, man speaking",train
0ZXE8nH8BJI,230,using sewing machines,train
1n5Ya7aY-FY,208,playing tabla,test
3I2UEw__d0k,270,playing clarinet,train
0zxC5agMkcM,330,typing on typewriter,train
3hztvJYikQY,66,playing badminton,train
1n7amzH3-1E,30,playing banjo,train
3IaqlZhHxe8,30,people babbling,train
1nOvomBowno,0,playing clarinet,train
0ZVdHyRbCCo,40,toilet flushing,train
1nd2m9kcFLI,38,playing badminton,train
3idkcspIgro,52,playing vibraphone,train
0ZsFIMrAhls,592,scuba diving,test
0ZsFIMrAhls,161,scuba diving,train
3idkcspIgro,101,playing vibraphone,train
1n5Ya7aY-FY,158,playing tabla,test
3i2zDsFIUoo,30,playing bass guitar,train
3ibKXr3LUYA,10,squishing water,train
-0zIOEW3mM4,16,pheasant crowing,test
0ZEPdAyz6Sg,30,"bird chirping, tweeting",test
1mzvUJaijlU,45,playing cymbal,train
1nDhQKLRJbg,30,"playing marimba, xylophone",test
1nINoMsSqUY,122,chicken clucking,train
3IGX5fYljnY,20,playing cello,train
0Zba9Zn_KAQ,32,volcano explosion,train
0Zba9Zn_KAQ,44,volcano explosion,train
0zB53wirK8w,100,skidding,train
0ZaEl_2DKR8,10,playing trumpet,train
0Z7LkpZ-RZk,30,playing bass drum,train
0za2ASEF8bM,110,playing trumpet,test
0Z6y0lIbFL4,72,cap gun shooting,train
0Z6y0lIbFL4,51,cap gun shooting,train
0Z7eN8r8QkU,0,playing french horn,train
0Z5bkkIpIw0,131,fire truck siren,test
0ZJehw_Ug-g,220,chainsawing trees,train
0Z5bkkIpIw0,85,fire truck siren,train
0yyodmE6cGg,463,playing accordion,train
1ni0q8jP7L0,218,spraying water,train
0yXC9W2Vad0,84,playing bongo,train
0yXC9W2Vad0,61,playing bongo,test
0YVlPT1IjKY,0,tractor digging,train
0YuYPsGvGyM,1,playing harmonica,train
0yVFLPbxUXM,30,"female speech, woman speaking",test
0YVlPT1IjKY,226,tractor digging,test
0Yzi2vw6Kqk,9,playing flute,test
3IIjWx7Ljgk,32,ambulance siren,train
0Yttn57fm_o,62,playing harpsichord,test
0yTG1Yrnmak,30,"bird chirping, tweeting",train
0Yttn57fm_o,19,playing harpsichord,test
1ni0q8jP7L0,231,spraying water,train
3IHDDEyq4xM,510,playing cymbal,test
0YuYPsGvGyM,18,playing harmonica,train
1nINoMsSqUY,66,chicken clucking,train
1ntp1fEeLX0,30,male singing,train
0ypJ0gFW1T8,70,police radio chatter,train
1nVCQRn3ttc,200,playing piano,test
0yrlBmaXiFE,30,playing acoustic guitar,test
0yO_Ufwi--A,30,playing electric guitar,train
0YLAW2XP_bE,90,playing drum kit,train
3IIjWx7Ljgk,306,ambulance siren,train
1ny_q8e9-Qo,95,playing oboe,train
0Yk2jwVJCjk,30,playing flute,train
1n8Bpg9ZCp8,21,"engine accelerating, revving, vroom",train
1ny_q8e9-Qo,127,playing oboe,test
0yIY0oIFzNA,43,cat growling,train
0yIY0oIFzNA,23,cat growling,test
3ibg2eaD2jo,0,skidding,test
3IhDslD7v0I,30,car engine starting,test
1njTcwa-W_o,210,"railroad car, train wagon",train
0yhJkW4lwdI,100,"railroad car, train wagon",train
0ye5dMJM1cs,123,mynah bird singing,train
1oeuj7CTD14,0,typing on computer keyboard,train
0YCxhxWasl8,80,playing synthesizer,train
0YLUmiMFWx4,19,chicken crowing,test
1ooievZ6gno,26,playing squash,train
0YCxhxWasl8,43,playing synthesizer,test
0ye5dMJM1cs,42,mynah bird singing,test
3iPFCwv9NJ4,30,"playing marimba, xylophone",train
1oSllDD0YVM,30,male singing,train
0yC6YkAwlBE,30,playing bass guitar,train
1oAo0Y3JBJk,127,playing tabla,train
3inX4FDcZQc,0,using sewing machines,train
0ybDrdyRGog,41,playing french horn,test
0yarAqP2m9o,0,playing cymbal,train
0ybDrdyRGog,23,playing french horn,train
0ybMRN-1vQA,30,car passing by,train
1o5NEgjOC0o,11,snake hissing,train
1oaY2lpAfVo,126,vacuum cleaner cleaning floors,train
3iNuhKGnDHQ,53,baby laughter,test
1oPiseY5V7k,40,playing accordion,train
-0Y5M39myZY,30,"male speech, man speaking",train
0y39dlBB8Tc,172,playing harp,train
1oU_lly1Ue8,30,playing electric guitar,train
0Ya8gBa38oo,30,playing electric guitar,test
0xZ5s_1KM_I,30,female singing,train
1nZWM7d70Vk,40,"playing marimba, xylophone",train
1nzZrX5JWyA,17,dog howling,test
3IMNb87Hkgs,160,playing badminton,test
1op0b4BzRRA,30,playing snare drum,test
0XxvRJ8sOmM,12,playing trombone,train
3IRnb9TsEY4,28,playing congas,train
1oaY2lpAfVo,110,vacuum cleaner cleaning floors,test
3I-ItKMBnAM,21,ambulance siren,train
3IqkEkNjt1Q,10,tapping guitar,train
0xSlEe9i2A4,37,playing bassoon,train
3IRnb9TsEY4,118,playing congas,train
0xSlEe9i2A4,284,playing bassoon,train
0XRprW_ZQNw,30,playing bass guitar,train
3IqkEkNjt1Q,100,tapping guitar,train
1oml01XCk8U,67,bowling impact,train
0XMJfDMQxHg,0,tractor digging,train
3ISCjujmTtc,44,playing snare drum,train
1okvYfz7lyA,200,playing piano,test
3ISCjujmTtc,129,playing snare drum,train
0xKQVsd05lA,85,playing didgeridoo,test
0Xoyjfzpbk8,0,lions roaring,train
0xjwp9eRFcI,24,playing electric guitar,train
0xhwb1sOgN8,197,playing harmonica,train
0XEFhv_Y668,0,tapping guitar,test
0XEFhv_Y668,11,tapping guitar,train
0Xe0ar3K75I,247,playing trumpet,train
0xjrw60KFh0,140,raining,test
3iNuhKGnDHQ,8,baby laughter,train
3iS2eRhuT8k,40,"rowboat, canoe, kayak rowing",test
1oCfXFxnfjk,4,playing zither,train
1oiluHw_MZs,30,playing acoustic guitar,train
3IQdIS_QouY,442,chainsawing trees,train
0xcMNhl8_tY,111,owl hooting,train
0xcMNhl8_tY,44,owl hooting,train
0XMJfDMQxHg,12,tractor digging,train
0XcjJJY43WM,10,machine gun shooting,train
1oCfXFxnfjk,193,playing zither,train
1oHqeajIE4s,30,playing harpsichord,train
3isOx39nAVs,38,helicopter,train
0XcOI-i6DI0,2,police car (siren),train
1nzZrX5JWyA,3,dog howling,test
1o1GGQVxKRg,22,missile launch,train
